id,title,address,price,surface,rooms,property_type,latitude,longitude,description,features,source,url,scraped_at,property_type_extracted,qualitative_features
1396,Beautiful RENT STABILIZED studio just Blocks from Prospect Park!! HOT^,Prospect Park/Lefferts garden/Parkside Ave,1799.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-beautiful-rent-stabilized/7869787134.html,2025-08-09,studio,['unknown']
1397,Studio apt - all utilites included,Queens Village,1600.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/queens-village-studio-apt-all-utilites/7869777626.html,2025-08-09,studio,['unknown']
1398,HOT!! LARGE STUDIO WITH SEPARATE KITCHEN-  PRIME LOCATION!,PLG,1830.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-hot-large-studio-with-separate/7869757813.html,2025-08-09,studio,['unknown']
1399,PRIME LOCATION…Lower Level Studio in a 2 family home,Fresh Meadows/Flushing/Queens,1775.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/fresh-meadows-prime-locationlower-level/7869737333.html,2025-08-09,studio,['unknown']
1400,Rent Stabilized Deals in Astoria  Studio & 1 Br Apts for Rent!,Astoria,1850.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/astoria-rent-stabilized-deals-in/7869714884.html,2025-08-09,studio,['unknown']
1401,32-85 33RD STREET STUDIO  1000  WITH SHARE  KITCHEN NEAR N Q TRAIN,ASTORIA,1000.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/astoria-rd-street-studio-1000-with/7869714593.html,2025-08-09,studio,['unknown']
1402,32-85 33RD STREET STUDIO  1200  WITH SHARE  KITCHEN NEAR N Q TRAIN,ASTORIA,1200.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/sunnyside-rd-street-studio-1200-with/7869713781.html,2025-08-09,studio,['unknown']
1403,"Awesome Studio, Hardwood Floors, Natural Lights",Chinatown / Lit Italy,2300.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/mnh/apa/d/new-york-awesome-studio-hardwood-floors/7869700846.html,2025-08-09,studio,['unknown']
1404,Studio/kitchenette with EVERYTHING included!,"East New York, Brooklyn",1900.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-studio-kitchenette-with/7869623322.html,2025-08-09,studio,['unknown']
1405,Do you need to find a studio in Prospect Park South,Prospect Park South,2300.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-do-you-need-to-find-studio-in/7869612745.html,2025-08-09,studio,['unknown']
1406,RIVERDALE STUDIO FOR RENT,RIVERDALE,1700.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brx/apa/d/bronx-riverdale-studio-for-rent/7869607057.html,2025-08-09,studio,['unknown']
1407,***COMING SEPT 1!! BUSHWICK STUDIO w/  - UTILITIES INCLUDED!,Bushwick,2150.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-coming-sept-bushwick-studio/7869587111.html,2025-08-09,studio,['unknown']
1408,BRAND NEW STUDIO! HASA WELCOME!!,Bronx,2400.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brx/apa/d/bronx-brand-new-studio-hasa-welcome/7869585561.html,2025-08-09,studio,['unknown']
1409,Apt Studio - 1 person,"Great Kills , Staten Island",1575.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/stn/apa/d/staten-island-apt-studio-person/7869549809.html,2025-08-09,studio,['unknown']
1410,Studio apartment in elevator building,Larchmont,1895.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/wch/apa/d/larchmont-studio-apartment-in-elevator/7869498021.html,2025-08-09,studio,['elevator']
1411,FRESH MEADOWS-  1 - STUDIO .-PRIVATE HOUSE,FRESH MEADOWS-QUEENS,1500.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/fresh-meadows-fresh-meadows-studio/7869487970.html,2025-08-09,studio,['unknown']
1412,Short Term Fully Furnished Studio- Beautiful Springdale Neighborhood!,Stamford,1800.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/fct/apa/d/stamford-short-term-fully-furnished/7869479084.html,2025-08-09,studio,['furnished']
1413,🏡 Studio Apartment for Rent | No Broker or Application Fees,Bayside,1800.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/flushing-studio-apartment-for-rent-no/7869470699.html,2025-08-09,studio,['unknown']
1414,"Stunning Off-Market Studio, 1, and 2 Beds Apartments in Riverdale!","Riverdale, Bronx",2000.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brx/apa/d/bronx-stunning-off-market-studio-and/7869446868.html,2025-08-09,studio,['unknown']
1415,Astoria Studio Near Subway,Astoria,1995.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/new-york-astoria-studio-near-subway/7869445277.html,2025-08-09,studio,['unknown']
1416,Huge loft  studio w/ a/c+ private outdoor space - windows everywhere,Bed Stuy @ Myrtle Ave JMZ,2500.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/floral-park-huge-loft-studio-a-private/7869441974.html,2025-08-09,studio,['unknown']
1417,Beautiful sunny studio! Steps from City College!,Harlem / Morningside,1999.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/mnh/apa/d/new-york-beautiful-sunny-studio-steps/7869440642.html,2025-08-09,studio,['unknown']
1418,"Cozy, Comfortable and Quiet Studio",Bedford Stuyvesant/ Clinton Hill,1825.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-cozy-comfortable-and-quiet/7869439233.html,2025-08-09,studio,['unknown']
1419,32-85 33RD STREET STUDIO  1100  WITH SHARE  KITCHEN NEAR N Q TRAIN,ASTORIA,1100.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/astoria-rd-street-studio-1100-with/7869434595.html,2025-08-09,studio,['unknown']
1420,Studio At Bruckner House - Luxury Building,Mott Haven - Bronx,2150.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brx/apa/d/bronx-studio-at-bruckner-house-luxury/7869348420.html,2025-08-09,studio,['unknown']
1421,Studio,Corona,1800.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/fresh-meadows-studio/7869304541.html,2025-08-09,studio,['unknown']
1422,Brand new studio Apartment.  CityFHEPS welcome,Bronx,2500.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brx/apa/d/bronx-brand-new-studio-apartment/7869269870.html,2025-08-09,studio,['unknown']
1423,"Bushwick Studio: Spacious Designer Gem with Dishwasher, Huge Bath","Bushwick , New York",2050.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-bushwick-studio-spacious/7869224815.html,2025-08-09,studio,['spacious']
1424,"Port Chester- Studio with a separate kitchen, Well kept property $1850","Port Chester, NY",1850.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/wch/apa/d/port-chester-port-chester-studio-with/7869217103.html,2025-08-09,studio,['unknown']
1425,studio,plainfield,1275.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/jsy/apa/d/plainfield-studio/7869210794.html,2025-08-09,studio,['unknown']
1426,Your new Home - Brownstone Studio on tree lined Dean st!,Crown Heights,2350.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-your-new-home-brownstone/7869210265.html,2025-08-09,studio,['unknown']
1427,Dramatic skyline views and wide open layouts. Studio!,Stamford,1840.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/fct/apa/d/stamford-dramatic-skyline-views-and/7869175371.html,2025-08-09,studio,['unknown']
1428,Brand New Studio Apt 2 Blocks from Metro North,"Mount Vernon, New york",1850.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/wch/apa/d/mount-vernon-brand-new-studio-apt/7869165538.html,2025-08-09,studio,['unknown']
1429,"For Rent : STUDIO good location $1,350",East Elmhurst,1350.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/east-elmhurst-for-rent-studio-good/7869044230.html,2025-08-09,studio,['unknown']
1430,Studio with backyard or Semi studio $1800 in center of Greenpoint,Greenpoint-Wiliamsburg,2100.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-studio-with-backyard-or-semi/7868972496.html,2025-08-09,studio,['unknown']
1431,51TH STREET AND 43RD AVE STUDIO SHARE KITCHEN BRAND NEW NEAR #7 TRAIN,SUNNSIDE,1000.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/sunnyside-51th-street-and-43rd-ave/7868947828.html,2025-08-09,studio,['unknown']
1432,32-85 33RD STREET STUDIO  1000  WITH SHARE  KITCHEN NEAR N Q TRAIN,ASTORIA,1000.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/astoria-rd-street-studio-1000-with/7868946874.html,2025-08-09,studio,['unknown']
1433,BEAUTIFUL  LUXURY STUDIO APT FOR  RENT! AVAILABLE NOW!,brooklyn 11210,2300.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-beautiful-luxury-studio-apt/7868945297.html,2025-08-09,studio,['unknown']
1434,Newly renovated Charming Spacious Studio Near Express Trains,Lefferts Garden / Crown Heights/Flatbush /Kensington,1999.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-newly-renovated-charming/7868915297.html,2025-08-09,studio,['spacious']
1435,"$2,450 Spacious UES Studio 90th btw 2nd and 1st Ave (Upper East Side)",Upper East Side,2450.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/mnh/apa/d/new-york-2450-spacious-ues-studio-90th/7868900564.html,2025-08-09,studio,['spacious']
1436,studio apt two blocks to Jamaica Ave. Walk to subway 3 blocks away.,JAMAICA,1700.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/jamaica-studio-apt-two-blocks-to/7868763489.html,2025-08-09,studio,['unknown']
1437,LARGE STUDIO APARTMENT,REGO PARK,2100.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/rego-park-large-studio-apartment/7868761048.html,2025-08-09,studio,['unknown']
1438,"Sunny large studio with laundry and high ceilings, great price! No fee",Upper East Side,2450.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/mnh/apa/d/new-york-sunny-large-studio-with/7868755196.html,2025-08-09,studio,['laundry']
1439,Mini studio/ Large Room with private bathroom available now,East New York,400.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-mini-studio-large-room-with/7868710337.html,2025-08-09,studio,['unknown']
1440,Large loft-like studio w/ a/c+outdoor space,Bed Stuy @ Myrtle Ave JMZ,2500.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/floral-park-large-loft-like-studio-a/7868700646.html,2025-08-09,studio,['unknown']
1441,Great Studio Prospect Lefferts Garden,Prospect Lefferts Garden,1850.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-great-studio-prospect-lefferts/7868602242.html,2025-08-09,studio,['unknown']
1442,41TH STREET AND 47TH AVE LARGE STUDIO NEAR #7 TRAIN AND 30MIN TO N Y C,SUNNYSIDE,1695.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/sunnyside-41th-street-and-47th-ave/7868610240.html,2025-08-09,studio,['unknown']
1443,Huge Modern Renovated Studio With alcove,Brighton Beach,2000.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-huge-modern-renovated-studio/7868607468.html,2025-08-09,studio,['unknown']
1444,61TH STREET AND WOODSIDE AVE STUDIO SHARE  NEAR  #7 TRAIN AND 30MIN,WOODSIDE,1000.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/woodside-61th-street-and-woodside-ave/7868602605.html,2025-08-09,studio,['unknown']
1445,"Charming, Affordable Studio in Eclectic Setting",Brooklyn,2400.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-charming-affordable-studio-in/7868578665.html,2025-08-09,studio,['unknown']
1446,Be the first to live in this brand new studio apartment! Unit 2B,Yonkers,1950.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/wch/apa/d/yonkers-be-the-first-to-live-in-this/7868537337.html,2025-08-09,studio,['unknown']
1447,Studio for rent fully renovated Staten Island,Staten Island,1450.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/stn/apa/d/staten-island-studio-for-rent-fully/7868489739.html,2025-08-09,studio,['unknown']
1448,COZY STUDIO APARTEMNT FOR RENT IN KEW GARDENS,"KEW GARDENS, NY",1600.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/kew-gardens-cozy-studio-apartemnt-for/7868460468.html,2025-08-09,studio,['unknown']
1449,^GUT RENO*STUDIO! STEPS TO THE PARK! NO FEE*NEAR TRAINS!*STEAL!!!!,prospect park/Lefferts gardens,2000.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-gut-renostudio-steps-to-the/7868444213.html,2025-08-09,studio,['unknown']
1450,NO FEE XXL STUDIO apartment for Rent,New Rochelle,1850.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/wch/apa/d/new-rochelle-no-fee-xxl-studio/7868438450.html,2025-08-09,studio,['unknown']
1451,Studio for Rent - no fee,Upper East Side,2487.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/mnh/apa/d/new-york-studio-for-rent-no-fee/7868434064.html,2025-08-09,studio,['unknown']
1452,Gorgeous Studio Apartment in Prime Location,Bedford Stuyvesant,1995.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-gorgeous-studio-apartment-in/7868373869.html,2025-08-09,studio,['unknown']
1453,STUDIO APARTMENT FOR RENT IN DOWNTOWN WHITE PLAINS!!!,White Plains,1500.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/wch/apa/d/white-plains-studio-apartment-for-rent/7868305422.html,2025-08-09,studio,['unknown']
1454,Ranch Style Studio Apartment,Norwalk,2200.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/fct/apa/d/norwalk-ranch-style-studio-apartment/7868274238.html,2025-08-09,studio,['unknown']
1455,Studio apt located close to public transportation and jfk airport,South Richmond Hill,1600.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/south-richmond-hill-studio-apt-located/7868273437.html,2025-08-09,studio,['unknown']
1456,BEAUTIFUL NEW STUDIO! HASA ACCEPTED!,Bronx,2500.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brx/apa/d/bronx-beautiful-new-studio-hasa-accepted/7868264272.html,2025-08-09,studio,['unknown']
1457,57TH STREET AND WOODSIDE AVE  STUDIO  NEAR #7 TRAIN 30MIN TO N Y C,WOODSIDE,1495.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/woodside-57th-street-and-woodside-ave/7868204238.html,2025-08-09,studio,['unknown']
1458,STUDIO APARTMENT,Jersey city,1000.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/jsy/apa/d/jersey-city-studio-apartment/7868198020.html,2025-08-09,studio,['unknown']
1459,32-85 33RD STREET STUDIO  1000  WITH SHARE  KITCHEN NEAR N Q TRAIN,ASTORIA,1000.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/astoria-rd-street-studio-1000-with/7868194303.html,2025-08-09,studio,['unknown']
1460,Studio & 1 Bedroom Apartment Available,Bronx,1550.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brx/apa/d/bronx-studio-bedroom-apartment-available/7868102330.html,2025-08-09,studio,['unknown']
1461,"Studio 1,650",College Point,1650.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/college-point-studio-1650/7868060271.html,2025-08-09,studio,['unknown']
1462,"CityFHEPS - BRAND NEW, SPACIOUS studio!",Soundview,2500.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brx/apa/d/bronx-cityfheps-brand-new-spacious/7868054552.html,2025-08-09,studio,['spacious']
1463,LARGE   STUDIO    FOR RENT(pay  Gas/Electric),BROOKLYN,1400.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-large-studio-for-rentpay-gas/7867984238.html,2025-08-09,studio,['unknown']
1464,STUDIO AVAILABLE TO RENT NOW!,BUSHWICK,2500.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-studio-available-to-rent-now/7867953476.html,2025-08-09,studio,['unknown']
1465,2B- studio $1950,Yonkers,1950.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/wch/apa/d/yonkers-2b-studio-1950/7867946258.html,2025-08-09,studio,['unknown']
1466,NEW STUDIO AVAILABLE! VOUCHERS WELCOME!,Yonkers,2400.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/wch/apa/d/yonkers-new-studio-available-vouchers/7867924552.html,2025-08-09,studio,['unknown']
1467,32-85 33RD STREET STUDIO  1200  WITH SHARE  KITCHEN NEAR N Q TRAIN,ASTORIA,1200.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/astoria-rd-street-studio-1200-with/7867908483.html,2025-08-09,studio,['unknown']
1468,36TH STREET AND DITMAR BLVD STUDIO NEAR N QTRAIN AND 30MIN TO N Y C,ASTORIA,1395.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/astoria-36th-street-and-ditmar-blvd/7867907128.html,2025-08-09,studio,['unknown']
1469,41TH STREET AND 47TH AVE LARGE STUDIO NEAR #7 TRAIN AND 30MIN TO N Y C,SUNNYSIDE,1650.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/sunnyside-41th-street-and-47th-ave/7867900074.html,2025-08-09,studio,['unknown']
1470,61TH STREET AND WOODSIDE AVE STUDIO SHARE  NEAR  #7 TRAIN AND 30MIN,WOODSIDE,1000.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/woodside-61th-street-and-woodside-ave/7867899060.html,2025-08-09,studio,['unknown']
1471,32-85 33RD STREET STUDIO  1000  WITH SHARE  KITCHEN NEAR N Q TRAIN,ASTORIA,1000.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/astoria-rd-street-studio-1000-with/7867898184.html,2025-08-09,studio,['unknown']
1472,Rent Stabilized Cute 2-room studio Located steps from Prospect Park!!!,Prospect Park/Lefferts garden/PLG/Brooklyn,1882.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-rent-stabilized-cute-room/7867842613.html,2025-08-09,studio,['unknown']
1473,Fantastic location! A spacious 700 sq ft Studio is waiting for you!,Stamford,1895.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/fct/apa/d/stamford-fantastic-location-spacious/7867804373.html,2025-08-09,studio,['spacious']
